ID,Label
0,0.00047618261305615306
2,0.004151137080043554
4,0.0029549032915383577
5,0.0011540629202499986
6,0.0015488879289478064
7,0.0008872023900039494
8,0.0006834277883172035
11,0.00032270190422423184
12,0.005458096507936716
13,0.003351979423314333
19,0.00032723689218983054
22,0.0034788786433637142
23,0.0007135752821341157
26,0.00783079769462347
28,0.002455269219353795
32,0.006128465291112661
33,0.16721464693546295
35,0.008196084760129452
38,0.0009879199787974358
44,0.0056001972407102585
45,0.0015705617843195796
49,0.002004530979320407
50,0.003002325538545847
53,0.004512859508395195
56,0.0025419658049941063
60,0.2639752924442291
63,0.0005086598102934659
65,0.3683292269706726
66,0.0007266132161021233
69,0.003963553812354803
72,0.002478937618434429
77,0.0006529415841214359
81,0.44259941577911377
82,0.0014229504158720374
84,0.00046954749268479645
85,0.0864785686135292
88,0.009373634122312069
91,0.0011313892900943756
92,0.0021936462726444006
93,0.5777496099472046
95,0.3580206334590912
99,0.0003988490498159081
102,0.0010648587485775352
106,0.004875375889241695
107,0.0043207332491874695
108,0.29187023639678955
109,0.3202259838581085
110,0.2594200074672699
115,0.0019202405819669366
118,0.0016983520472422242
119,0.0008047202718444169
125,0.0003807194880209863
127,0.002591189928352833
129,0.3269861936569214
130,0.25676560401916504
134,0.0006596476305276155
135,0.009879808872938156
137,0.0019954084418714046
142,0.0020245325285941362
150,0.0006311667966656387
153,0.45110026001930237
155,0.0005552475922740996
160,0.005693789571523666
163,0.2924540042877197
168,0.003305969526991248
170,0.01025380752980709
175,0.0040411511436104774
177,0.24687427282333374
183,0.5622156858444214
185,0.0022323052398860455
187,0.002018168568611145
188,0.0059502990916371346
191,0.11728328466415405
192,0.00036517251282930374
195,0.00034322767169214785
196,0.009174983017146587
197,0.0003704372502397746
199,0.4009036123752594
201,0.5571414232254028
202,0.003751537064090371
203,0.0003996770828962326
205,0.004246129188686609
209,0.0009196824976243079
211,0.004750747233629227
212,0.005010983441025019
213,0.0017472965409979224
217,0.0020964352879673243
218,0.0004185224825050682
219,0.0009299208177253604
220,0.0027680089697241783
221,0.0008612722740508616
222,0.0010981477098539472
225,0.00485171377658844
227,0.0018996684812009335
231,0.526569664478302
234,0.0016163097461685538
236,0.0028183814138174057
239,0.46975770592689514
240,0.005461341235786676
242,0.0008756383322179317
244,0.0009411119390279055
246,0.002434185240417719
248,0.002200173679739237
249,0.0011983190197497606
252,0.4891377091407776
254,0.0005563966697081923
255,0.00031920510809868574
256,0.25358846783638
266,0.49224841594696045
268,0.1459675133228302
272,0.0073842150159180164
275,0.3461376130580902
282,0.3229193091392517
286,0.0007673728396184742
287,0.00035347347147762775
288,0.0006951927207410336
290,0.004823239985853434
292,0.003389166435226798
296,0.005170344840735197
298,0.0007689445046707988
300,0.005796683952212334
306,0.0006603794754482806
307,0.49285516142845154
308,0.004714029375463724
310,0.021299369633197784
316,0.0033102098386734724
317,0.0006231628940440714
319,0.006083819083869457
320,0.0012765518622472882
321,0.26723581552505493
324,0.0006256301421672106
325,0.003545104991644621
330,0.6970371603965759
332,0.0005670602549798787
335,0.001268282881937921
336,0.005967551376670599
339,0.0006111040711402893
342,0.3782663345336914
343,0.18686442077159882
345,0.005227326415479183
346,0.006016317754983902
352,0.005578401032835245
354,0.000636869459412992
358,0.0027932501398026943
361,0.00643658684566617
363,0.0009657761547714472
369,0.000993035500869155
370,0.0003321976982988417
372,0.003112116362899542
377,0.0012042921734973788
382,0.2702602446079254
384,0.00606268597766757
385,0.007211082149296999
387,0.0030469440389424562
389,0.0003706352727022022
390,0.0007908164407126606
391,0.000420563155785203
393,0.0024720937944948673
394,0.2397967427968979
395,0.0007223488646559417
397,0.0008686747751198709
401,0.0009735776693560183
405,0.000992060056887567
406,0.002026616595685482
407,0.3376525044441223
408,0.0005755547899752855
410,0.007199130021035671
412,0.0010593568440526724
415,0.0006054524565115571
417,0.0035055801272392273
419,0.5827215909957886
420,0.003340392839163542
422,0.00527048809453845
424,0.3312763571739197
425,0.006212948821485043
427,0.0005102968425489962
428,0.19333603978157043
433,0.004015717189759016
435,0.0006674010073766112
436,0.00032423826633021235
438,0.057393625378608704
442,0.0006517596775665879
444,0.003144914750009775
447,0.550738513469696
448,0.002362577710300684
454,0.0005079219117760658
455,0.001090734382160008
456,0.003393656574189663
459,0.0007708208286203444
460,0.003108993638306856
465,0.6091780066490173
466,0.00048338534543290734
470,0.01005516853183508
471,0.0012594067957252264
481,0.001618776237592101
482,0.0003807091561611742
483,0.27546045184135437
484,0.0018664846429601312
487,0.002931834664195776
490,0.007416438776999712
491,0.008361869491636753
494,0.00028537397156469524
496,0.0029962542466819286
501,0.0033372954931110144
502,0.0005967711331322789
503,0.0023966669104993343
506,0.0033502306323498487
510,0.0033758776262402534
511,0.0014442440588027239
512,0.0017915434436872602
514,0.04389505088329315
516,0.43618038296699524
520,0.023087844252586365
525,0.0021730619482696056
527,0.682815432548523
530,0.00038152042543515563
533,0.000653234135825187
534,0.018593261018395424
535,0.003208141541108489
536,0.0008885196293704212
538,0.002616609213873744
541,0.004292768891900778
542,0.010543576441705227
543,0.0021016402170062065
545,0.0032095464412122965
550,0.0007001010235399008
551,0.00217562448233366
553,0.004158800467848778
554,0.003905042540282011
555,0.0015456554247066379
